,Id,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
1095,1197,	RL>,!Pave,>ir1.,...LVL...,:allpub;,.inside<,GTL?,	gilbert,NOrM?,...Norm,	1FAM,!2story?,!GAbLe?,compshg:,?VinylSd ,<VINYlSd,none>,GD...,.Ta, Pconc,	gd,TA...,;Av...,unf	,<UNF, Gasa,...Ex<,...Y?,:SBRKR,;Gd>,Typ>,builtin!,<FIN;,	TA ,?TA,Y...,!NEW!,PARtIAl...
1096,1198,...Rm,Pave;,.IR1,bnk , allpub.,>CORNER, gtl,:Oldtown,NORM.,NoRm;,>1FAM.,2.5unf,:gable,COMPSHG.,.MEtALSD,:METALSD,...none,<TA,>TA,BRKTIL>,	TA,?TA,No<,UNF!, unf,;GAsA,...EX<,Y<,SBRkR!,TA.,TYP.,DETCHD<,unf>,!Ta...,<TA,y	,;conlw,:Normal
1097,1199, RL,>PAVE:,:REG,Lvl:,!AllPub!,>INSIdE,	GTl	,ColLgCr?,!Norm,NORM;,1FAM!,>1STORY:,GABLE>,;CoMpShG...,:Vinylsd,?vinylsd>,<none,!gd,;TA,	Pconc?,Gd,<Ta>,<NO,<Unf,Unf>,gasa , EX,y<,>SBrkR,:Gd,TyP,ATTCHD,Rfn:,>TA,!TA,:Y;,;wd,NORMAL:
1098,1200, rl ,.Pave:,?REG,;Lvl,>allpub.,:INSIDE ,	gtl,:SawyEr?,	NORM,:norm,	1FAM...,1story ,GaBle>,compshg ,.HDBOARD,:Hdboard,<Brkface,...TA , TA,Cblock,:ta?,	TA, No,rec<,UNF,gasa;,<GD,...Y:,>Sbrkr,ta!,!typ,Attchd<,UnF?,:TA,;TA,Y>,?Wd;,NormaL
1099,1201,<RL,Pave;,;reg:,LVL.,...ALLPUB,:inside?,Gtl.,	NAmeS,NORM!,NORM>,...1FAM,>1story,?GaBLE>,COMPSHG, metalsd	, metalsd!,?NONe,TA,TA!,CBLOCk,>TA,ta>,	NO , unf>,Unf!,	GASA,>GD...,<Y,SBRKR;,TA:, Typ,ATTCHD..., Unf, TA!,TA ,Y;,!Oth,AbNORMl>
1100,1202,Rl ,	PAVe>,REg<,lvl	,...allpub,Corner;,!GTL,?COLLGCR,...NorM,NOrM<,1fam.,>2STOrY,Gable,Compshg.,>Vinylsd,vinylsd!,:None?,.TA,!TA...,<PCONc,	gd,>Ta.,AV>,unf<,	Unf,<GAsA.,	ex,	Y:,<SBRKR;, GD,typ,...ATTCHD,Rfn...,Ta...,;Ta,>Y,.wd,	Normal
1101,1203,>rm	,PAVE.,?REG:,LVL,ALlPUb., COrnEr ,GTL<,...brkside?,;norm,?norm,:1FAm,1.5FIN?,GABLE	,Compshg;,	WD SDnG,WD SDNG!,none>, TA ,...Ta;,BRKTIL;,<ta,?Ta,>NO!,Unf,>UNF...,!gasa	,<EX,:Y...,:SBRKR:,	Ta,?typ?,detchd<,?UNF>,>ta;,TA<,:N?,.WD!,...normal
1102,1204,.RL,!pave,?Reg>,LVL!,.AlLPuB<,.INSIde,	gtl<,COLLGCR:,?NORM,;Norm,.1fam, 1story...,:gable.,<COMPSHG.,Vinylsd.,vinylsd...,...BRKFaCE,!Gd,TA,?Pconc,gd,>TA,NO?,:unf,UNF:,	GAsA?,	ex,.Y,!SBRKR,:gd,typ;,<attchd,>unf?,<ta;,ta	,;Y...,	wd...,NorMaL
1103,1205, rl:,PAVE...,.REG	, Lvl,ALLPUB;,Inside?,	Gtl?,:Nwames,norm<,?norm,<1FAM,;1story;,GABLE,!compshg;,hdboard?,>HDBOARD.,NONE...,Ta:,;Ta,>CBLocK,:Gd:,ta,.no:,;ALQ,UNF.,gasa>,?Ex,<Y,<SBRKR>,...Ta>,Typ.,ATTCHD:,RFN	,TA:,<ta,y.,	Wd,	normal
1104,1206,;RL:,<Pave,IR1;,LVL ,	Allpub,Culdsac ,?Gtl,?SAWYERW,?NORM,...Norm,!1FAM?,;1story,Hip?,.compshg.,Hdboard:,	Hdboard,	BRKFACE	,?gd,?TA,;Cblock!,.GD,TA...,...MN,:ALQ,	blq	,?GasA...,gd.,Y ,;Sbrkr!,Gd,!Typ,attchd,RFN:, ta,!TA!,<Y,WD ,NORMAL;
1105,1207,RH,	PAVE!,...REG<,lvl:,:Allpub,<InSide,Gtl:,sawyerw:,;Norm,NorM..., 1Fam,1story	,.Gable!,<Compshg,:HDBOARD,...hdboard;,	NoNE,...ta,Ta?,Cblock...,ta;,TA!,NO ,;rec,unf;,!GASA	,!TA<,;y,.SBRKR.,ta?,<TYP,<Detchd,!UNF, TA,<Ta;,y;,wd,<Normal
1106,1208,>RL...,:PAVE,:ReG,?lvl>,;ALlPUB?,InsiDe,Gtl!,COLLGCR,...NorM>,>NoRM...,;1fam,1StoRY,:GABLE	,>COMPSHG?,?VINYLSD,ViNYlSd?,<BRKFACE?,:Gd;,>TA,PConC!,!Gd,...ta,.Av>,GLQ.,...unf ,Gasa!,>ex,;Y,Sbrkr...,Gd,TYP,?ATTCHD, RFN<,.ta,TA<,Y;,wd,>NORMAL:
1107,1209,?RL!,.Pave,Reg:,?lvl,allpub ,<inside,GTL;,NAMES...,norm...,...norm	,1FAM:, 1story,...gable;,;Compshg...,<Metalsd,...Metalsd,?None,Ta>,Gd	,>CBLOCK, TA,ta,No;,?Rec,;blq<,GASA	, TA.,Y.,...SBrKR...,;ta;,TyP?,	detchd,UNF>,TA>,	TA?, Y	,.Wd,normal?
1108,1210,Rl>,pave...,<ir1,Lvl!,AlLPUb,:CULDSAC...,GTL.,...SoMErSt,rrnn>, norm,1fam?,>1StOry,.hip>,	Compshg,ViNyLSd,VINYLSD	,...stone,?Gd,?TA,pconc;,!ex:,<Ta<, Mn!,	glq, Unf	,;Gasa<,Ex...,Y:,Sbrkr!,!GD,TYP,Attchd;,:rfn,Ta?,!Ta,Y , new,...PARTIAL
1109,1211,rl!,!Pave:,REG..., lvl,?ALLPUB;,INSIDE,?GTL,	Sawyerw,;NOrM,...Norm<,	1fam,.2STORY,;Gable:,<COMPSHG,WD SDNG...,Wd SDNG!, NOne.,GD.,:ta,<PCONC,!GD,TA.,no,Unf:,>Unf>,!GASA,<EX,...Y,<Sbrkr?,GD.,TYP,?ATtchD,...RFn,?TA,TA!,Y;,WD?,normal...
1110,1212,RL>,pave!,>IR1>,;bnk,AllPUb?,!inside?, MOd;,GILBERT;,>Norm;,>norm,1fam?,1.5fin!,gable.,?COmpShg,...wd sdng,.WD SDNG ,none , GD<,!ta:,...wood,?gd:, TA,Av.,?glq,unf:,GaSA<,;gd.,	y:,sbrkr?,?Ta,Typ>,BAsMeNt.,;rfn,>TA,!TA,	y,WD.,!NORMAL;
1111,1213,RL,;Pave...,>reg,.LVl<,allpub?,Inside,Gtl,?edwards,;NORM;,;NORM,1FAM,1STORY ,Hip...,<COMPSHG ,.METALSD,?metalsd,None,Ta,:ta,<Cblock,Ta.,TA,NO?,.REc<,>UNF<,GASA!,Ta ,:y ,SBRKR	,:TA,>Typ	,>Attchd.,UNF	, TA,<TA,n	,:wd,;Normal:
1112,1214,:rl,...PAVE<,ir1,LVl	,AlLPuB,CUlDSac:,.gtl,SAWYER.,;Norm,...norm,1fam>,!slvl,Gable...,.COMPSHG ,>VINYLSD,?Vinylsd,None	,...ta	,<Gd,?Cblock,...TA.,;Gd>,Av;,GLQ	,:Unf,GASA,>EX.,Y,...SBRkR.,TA;,TYP...,<AtTChd,unf>,...Ta,TA...,	y,wd>,NORMAL
1113,1215,RL?,?pave>,IR1:,lvl:,Allpub;,InsidE?,gtl;,...NAmeS,...NoRM?,?norm...,1FAM	, SFOYer...,GABLE ,?compshg,metalsd?,<METALSD,!NOnE,ta>,	TA,>CBLOCK?,!Ta:,Ta...,<AV;,BLQ,.UNf,.GASA<,.ta ,Y,:SBRKR<,:ta,typ!,Attchd...,UNF;,?TA,...Ta,Y;,!WD ,>normal
1114,1216,...rl,Pave!,<IR1,.Lvl;,>Allpub ,INSIDE,...gtl>,SaWyER...,>NORM<,Norm:,:1fam,1story!,Gable?,compshg.,Vinylsd<,	VINylSD,:NONE,ta,TA?,CBLOCK<,...ta,;ta,.NO,<REC,	Lwq,;GaSA,	Ta>,y;,sbrkr.,.Ta>,TYP;,detchd!,?RFN;,?TA,!ta...,Y,?Wd...,NORMAL>
1115,1218,;FV,PAVE?,REg ,LVL	,Allpub ,Inside>,gtl>,	SOmErst,>norm,...NORM>,?1FaM,;1STORy,gable!,COMPSHG	,cemntbd,?CMENTBd,STONE;,<GD,ta,PCONC	,...GD,TA;,mn.,GLQ?,UNF?,>GaSA,?EX	,y?,.sbrkr,.gd,TyP, AttchD	, rfn,.ta.,...TA,?Y<,new,?Partial<
1116,1221,RL!,:Pave.,>IR1...,lvl:,allpub	,inside?, GTL,...NAMES!,NORM:,norm!,.1FAM,1StOry!,GABLE?,compshg>,Wd sdng<,!Wd sdng,:NONE,.TA,;TA;,:CBLocK,TA,!ta,no,REC...,?LwQ,<Gasa?,Ta;,:Y,SBRKR...,ta<,<Typ,.ATTCHD.,unf:,Ta<,ta..., Y,:wd,!AbnOrml;
1117,1222,RL ,<Pave,?REG,	LVL,ALlPuB.,:INSIDE.,	gtl,SAWyer...,...FEEDR,?NOrm,...1fam:,	1STORY.,Hip;,compshg;,?HDBOARD,;HDBOARD>,:NONE	,ta!,TA?, CBlocK...,:TA!, TA,No,:Blq;,!LWQ,...GASA?,EX;,:Y,?SBrKr>,ta;,Typ>,Attchd;,<Unf<,!TA...,<ta,>y...,:WD, NoRmAl:
1118,1223,RL<,	PAVE,REg>,LVL?,<ALLPUb,INSIDE!,GtL?,names?,artery,NORM ,1FAm<,...1.5fin,<Gable:,ComPSHg;,;wd sdng?,wd sdng?,!Brkface;,?ta,TA>,cblock!,TA<,ta:,:mn...,.Rec,UNF>,.GasA, Ex,;y,>Sbrkr?,ta!,TYP...,!ATTCHD?,unf , TA ,...TA,y	,...wd;,;NORMAL.
1119,1224,RL.,PAVE!,...REG<,:LVL,;Allpub,inside.,GTL	,names,?NOrM,Norm:,1fam>,<1story,.HIP,>COMPSHG;,:Wd sdng;,Wd sdng,brkface,!ta,.TA;,cblock...,TA>, FA,No...,Lwq ,UNF...,<GASA,...TA,>N,>FUsEA,Ta>,MOD!,DetChd:,!unf:,TA,Ta.,y.,<Wd...,<Normal
1120,1225,rl<,Pave	,ir1 ,!LVL<,>allpub...,<inside,gtl,;GILbeRT:,!Rran	,:norm,	1FAM...,2STORY!,:GAbLe ,:COMPSHG,.VinYLSD,	VINYLSD,None,?GD,ta...,;Pconc,	gd,:Ta ,>AV,GLQ;, UNF,.GaSA<,	Ex,	Y.,:SBrkr.,Gd?,	Typ,ATTcHD.,fin>,ta<,TA	,Y:,:Wd;,NORMAL...
1121,1226, RL	,!Pave,Reg:, Lvl.,;AlLPUb, Inside,.gtl,NAMES, NORM,NORM:,.1fam,SLVL ,>HIP,...COMPSHG,?ViNylSD;,vinylsd<,<Brkface!,ta,>GD,>cblock,?TA ,>TA?,av.,glq...,?UNF,GASA,Ex:,Y:,sbrkr<,?Ta:,	TYP,!ATtChd<,	RFN,ta,Ta<,:y!,WD,.NORMAL.
1122,1227,:RL,Pave<,IR1,;LVL,:AlLPUB?,	Culdsac...,!GTl, SOMERST<, FEeDr	,>NoRm!,>1FAm,2story...,>Gable,Compshg,<vinylsd,Vinylsd,STONE	,Gd	,!TA,Pconc;,...GD,:TA...,Mn>,UNF,<Unf,!GASA...,Ex!,;y,.SBRkR;,Gd,<Typ!,...BUILTIN>,fin<,:TA,ta!,Y	,!WD,NorMAl...
1123,1228,...RL	,PAve,REG;,?Lvl;, allpub?,CORNER.,;Gtl,.names ,;norm,NORM	,?1FAm,	1story,!Gable ,compshg?,.Vinylsd,VINyLSD ,BRKFACE ,;TA,?TA,CBlOck.,>TA:,TA.,NO!,Alq!,!UNF,;GASA,?Ex,;Y,SBRkR:,...Gd,:Typ,	Detchd,<unf ,TA,.TA;,Y.,...WD:,;NORMAL>
1124,1229,rl;,Pave...,	REG,:lvl,allpub,COrnEr,>GTL?,!NRIdgHt,:norm,NORM?,<Twnhse<,1STOry;,HIP.,.Compshg,>Metalsd,Metalsd ,;brkface,Ex...,.ta!,Pconc:,.ex;,!TA, NO>,;GLQ,Unf?,;GASA,	EX.,?y,:SBrKR,	EX<,TYP>,AtTchD,	FIN,!ta;,TA?,Y,New...,!Partial	
1125,1230,.RL?,	Pave,REG:,!LVL!,allpub?,	inside,	GTL<,>Names,norm;,NOrM:,	1FAM<,slvl.,:Hip<,compshg ,BrkFaCe:,!HdBoArd, NONE;,<TA,<Ta<,:CBlOck,;TA,>TA	,	NO,alq!,<Unf>, GaSA<,...Gd<,Y?,SBRKR>,?ta	,:MAJ1>,.BASmeNT...,?UNF,:ta	,Ta ,.Y,	wd,NORMAl	
1126,1231,;RL...,;Pave,:IR1	,!LVL>,<AllPub,;InsIDe	,>gtl,SAWYER,...FEEDR	,;rrae...,<Duplex,1.5fin>,SHeD...,compshg,.PLYWOOD,plywood.,.NONE>, ta,ta?,>Cblock, Gd	,.ta,!No,GLQ.,Rec	,<GASA,Ex?,Y:,sbrkr	,TA	,!typ	,BUILTIN?,RFN?,TA>, Ta?,n!,wd ,	NORMAL
1127,1232,RL:,...pave	,!Reg., lvl,ALLPUB.,...inside:,Gtl;,NAMES, norm, NORM,	DUPLEX,!Slvl...,HIP:,...Compshg,.wd sdng,wd sdng...,Brkface,TA:,>ta.,CBLOCk>,Ta:,ta>,AV ,ALQ..., unf...,Gasa,ta...,?y,	Sbrkr,!ta<,>typ,ATTCHD<,<Unf!,...TA ,ta ,Y>,	Wd,<normal
1128,1234,:RL	,<pave,IR1;,;lvl;,<ALLPUB<,:INsidE>,;Gtl,names;,NORM	,;NoRM,<1Fam	,...1STOry,:HIP,COMPSHG:,;plywood,PLYWOOD.,...brkface>,...TA<,TA,:CBLOCK, TA,;ta>,?No:,:REC,UNF,;GaSA ,;FA,!y, Sbrkr,?ta,Typ!,?ATtChD,?RFN,<TA, TA,y>,COD;,:ABNORML
1129,1236,:rl...,<PAvE,	Reg,lvl...,?Allpub;,inside,GTL, Crawfor...,Norm!,>NORM , 1fam	,2story ,gable?,.Compshg.,WD SDNG;,wd sdng;,<NONE,TA.,:Ta...,!BRkTIl.,Gd;,?TA,mn., UNF	,?unf...,!Gasa ,Gd:,.Y,...fusef., TA	,?typ,?DetcHd,Unf...,>Fa,>fa,?N;,...wd!, NORMAL>
1130,1237,;RL,Pave<,;REg?,;lvl ,Allpub ,INSIDE?, Gtl,Nridght,	norm,;NoRm>,TwnHS!,>2story!,GabLe...,.Compshg,;Vinylsd,<wd shng,>stone,...Gd?,Ta!,:pconc;,:GD,:TA:,No>,?UNf,UNF;,Gasa	,EX:,Y,SBRKR ,!Gd,!Typ,!builtin<,RFN	,TA<,ta...,?Y...,Wd ,<NORmal
1131,1238,:RL,;PAVE,;ir2,LVL>,Allpub:,.FR2..., Gtl<,;COlLGCr ,...NORM?,	Norm, 1FaM>,?2STORY,:GabLE,compshg?, vinylsd, VINYlSd,None?,gd.,!TA, PConc!,:GD	,;ta,...no.,UNF:,.unf,GAsA:,<ex...,;Y,?SBRKR,>Gd ,...Typ,<BUILTIN,FIn<,:ta,!TA.,Y.,	wd,NORMAL.
1132,1239,!rl,...Pave,?Reg,?lvl,...Allpub,...INSIDE...,!Gtl,!SAWYERW!,RRAE:,<norm	,1Fam?,1StORY,.GabLe>,.Compshg<,:VINYLSD,<VinYlSD...,!NONE,gd!,...TA.,:pconc,Gd<,:Ta:,No ,UNF,unf:,GaSA.,:Ex>,Y..., sbrkr,;TA<,TYP?,detchd	,;unf,!Ta,ta;,Y<,Wd>,abnorml>
1133,1240,...RL,PAVE ,:Ir1,.HLS<,<ALLPUB:,!Inside,!Gtl.,!TImbER,>Norm;,!NORM,1fam>,>1StOry,hip,Compshg ,vinylsd.,>vinylsd ,.brkface;,GD>,TA ,...Pconc>, GD,ta>,Av>,...GLQ,Unf<,	GASA,EX,;Y ,!SBrkr,...ex:,	typ.,ATTCHD<,...rfn,Ta?,...TA<,y,:wd<,NORMal<
1134,1241, rl,:pave,reg.,.Lvl,?ALLPUB;,InSiDE,?gtl,;collgcr;,>norm...,Norm	,1fam!,>2story:,gable ,;ComPSHG ,Vinylsd?,Vinylsd...,BrKFAcE;,!gd,;TA,!Pconc,Gd	,TA...,!no,	Glq,?unf,	GasA!, EX,:Y,<sbrkr>,:GD,>TYP,.attchd>,rfn<,.ta>,	Ta...,Y,>wd	,normal
1135,1242, rl?,.PAVE , Reg	,!LVL:,ALLPUB,:Inside,;Gtl:,!somerst,NORM<,NORM>,<1FAM>,1STORY ,?Hip, ComPShG,vinylsd.,vinylsd!,STONE., Gd	,!Ta,...PCONC	,gd...,...TA<,!Av.,Unf,...unf,Gasa!,...EX;,Y;,;SBrKR:, Gd!,typ:,...ATTcHd:,:RFN,.ta,TA,Y?,!new,?PaRtiAl
1136,1243,rl,	PAVE?,...REG,!Lvl.,Allpub!,InSiDE...,GTL>,NWAmeS>,Norm;,Norm;,	1fam,sfoyer?,;gable,Compshg<,!PlywoOD<,?PLYWOOD.,Brkface...,TA!,TA>,CBlOCK...,Gd.,<Ta,GD>,Glq.,lwq<,gasa!,<ta,.Y,SBrKr!,:Gd,...TYp>, ATTCHD>,RFN,>ta,TA	,.y,Wd?,:family
1137,1245,<Rl!,	Pave;,<IR1,?HLS,!allpub>,?Corner	,MOd!,...CRAWFOR,Norm...,:NORM:,...1FAm,2story	,;GABLE>,	Compshg,<BRKFACE,StucCo.,!none...,	TA<,>TA,	Pconc,<Gd,ta...,:NO,UNF,:UNf, gasa,...Fa;,y;,...SBRkR,...Gd,Typ	,;DEtchd:,.unf,?TA,:ta,y,WD	,Normal;
1138,1246,rl,...pave,Reg:,<Lvl!,<Allpub..., INSIDE<, Gtl,nwames?, Norm	, Norm:,1fam,>SLvl:,HiP...,COMPSHG...,vinylsd,Vinylsd ,Brkface ,;TA!, ta?,!cblock,GD<,...TA?,no , UNF	,Unf,GasA.,.ex, Y:,	sbrkr<,<TA,typ...,...builtin,Fin...,<TA;,!Ta<,Y<,WD!, AbNoRMl	
1139,1247,fv.,pave...,Reg,	LVL.,allpub?,InSidE>,.GTl.,Somerst...,Norm:,	Norm.,1fam<,2story,...gable,>COMPSHG;,Vinylsd.,vinylsd;,NONE.,Gd<,:TA>,.PCONC,;GD!,TA.,!No,.Unf	,.Unf,gasa.,Ex ,.Y, Sbrkr,;gd<,Typ<,>ATTCHD	,Rfn>,;Ta!,Ta;,?Y:,...new;,Partial<
1140,1248,	Rl,:pave,Ir1<,LVL,;ALLPUB,	Inside,...Gtl,MITCHEL..., NORM>,norm ,1fam>,?SLvL, GAblE,;Compshg,?Hdboard!,?hdboard>,!brkface,ta.,;Ta>,?CBLOCK	,:ta ,!TA,	AV ,:GLQ,Unf!,GasA,TA.,:Y?,>SBRKR,:ta:,	TYP,;Attchd	,;UnF,Ta?,TA!,Y	,WD	, normal
1141,1249,;Rm,PaVE;, Reg;,?LVL ,Allpub., Inside,Gtl	,:oldtown,;NOrM>,>NORM...,1Fam?, 2.5Unf	,GABLE!,:ComPShG,:ASBSHNG,?ASbShNg,;None:,!TA,Ta>,<BRKTIL,!Gd,?Ta,NO:,	ReC...,?Unf,Othw.,fa;, n,!sbrkr<,	Ta,Typ,	DETCHD, Unf:,Fa>,FA>,P.,Wd.,NORMAL.
1142,1250,Rl;,.PAVE:,REG<,Lvl>,ALLPUB,INSIDE<,Gtl	,:NAmES,norm,>NORM,.1fam,:1StORY,Gable;,	compshg...,!MEtAlSD.,!METALSD,none...,TA:,.ta,<CBLOCK ,...TA,<TA,>NO,<Blq,REC>,Gasa.,TA!,!y,sbrkr...,TA>,:typ,ATTCHD?,	unf.,	TA,TA	,Y?,;WD,?Normal 
1143,1251,rl.,;pave>,Reg;,.LvL,>Allpub,Corner;,GTL;,>names!,>NorM.,norm>,.1FAM ,!1story,HIP,COMPSHg:,...BRKFACE<,<BRkFACE!,	NOnE,;GD...,Ta>,Cblock>,Ta.,ta.,>NO.,ALQ.,UNF...,:gasa,<Ex;,Y ,	SBRKR,EX,TYP<,<ATTCHD,...Fin,>ta?,.Ta,	Y.,<Wd<,normal 
1144,1252,?rl,	PAVE!,IR1,<lvl;,<allpub>,Corner:,gtl ,NRIDGHT?,!NoRM,<norm,.twnhse?,?1STORY	,GABLE!,	Compshg...,VInYLSD>,;WD SHNG,Stone,gd, TA,:PCONC,	gd:,;Ta,...NO,unf>,<UnF,?gasa,!EX;,y,SBrKr,GD;,TYP:,.ATTCHD, RFN<,TA,	TA?,?y,WD	,;NOrmAl
1145,1253, Rl?,	PAVE...,REG	,;LVL,;ALLPUB,inside:,!GTL?,;MitcHEl,norm	,	NORM,1FAM...,:1STORY,Gable...,:Compshg,hdboard.,hdboard , NonE<,TA?,Ta!,?CBLOCK,TA>,Ta;,no.,blq.,?Unf,.Gasa,ta...,...Y?,>SBRKR:,TA;,...typ;,?ATTCHD,;RFN.,?Ta>,Ta;,Y<,;wd<,?NoRMAL!
1146,1254,.RL,	PAVE!,>ir1?,;lvl,Allpub:,inside:, gtl ,<veenker,>NORM, NORM.,>1fam,...2story?,gable:,:compshg,<WD SDng>,>WD SDNG,...none;,!GD?,Ta ,:CBlOck>,	ta,	TA,Gd!,...Lwq	,Alq,>Gasa,?TA,;Y<,>SBrKR, gd?,Typ ,Attchd;,...RFn<,TA<,Ta.,.Y,WD,:Normal 
1147,1255,;rl., Pave,>reg:,lvl!,AllPub ,Inside<,GtL;,.EDWaRDs,.Norm?,norm;,.1FAM,.2story,	Gable,<COMPSHG,vinylsd,...VINYLSD,;Stone;,GD,<ta,PCONC>,.GD,.ta>,NO	,;Unf;,?UNF,!Gasa?,ex>,Y<,<SBrkr,!Gd;,...TYP!,builtin ,>Fin!,;TA,TA,Y?,>WD,NORMAL...
1148,1256,rm...,<PAVE...,Reg,<LVL	,ALLPUB;,!inside?,GTl,!BRKSIDE>,NORM...,;NORm<,	1FAM<,...1.5FIN;,;GaBLE.,Compshg...,?Wd sdng,?WD SDNG,...None;,<ta.,!ta,brktil!,...Ta,FA,:No,lwq, UNF ,:Gasa?,...TA,Y, Fusea ,Ta:,	Typ,...DETchd!,Unf;,TA ,ta?,Y;,;WD>,<normal
1149,1257,Rl?,<PavE,	IR1,?Lvl?, ALlPUb;,Corner,;Gtl,>NORIDGE?,	Norm,!Norm,?1FAM,>1SToRY>,!Hip:,?compshg>,:Hdboard,HDBOARD...,<BRKFAce,>gd ,;Ta,Pconc...,...GD,<TA!,GD>,:glq,UNF<,?GASA,;ex,?Y	, Sbrkr,GD,Typ,?attchd,FIN>,?TA,<Ta<,:Y,;WD,<NoRMAl
1150,1259,RL!,pave ,IR1;,?Lvl,	ALlPuB,.Inside,GTL,GiLbErT?,>Norm,?NoRm,:1fam,?Slvl,GABLE	,	ComPSHG,<Vinylsd,;vinylsd:, STOnE,;GD?,Ta.,PCOnC ,Gd ,TA!,.GD,!Glq,Unf ,GASA,EX>,Y?, sbrkr,GD...,typ...,?AttcHd	,FiN!,Ta.,ta	,.y,wd<,NoRMal!
1151,1260,RL:,;Pave,?reg,LVl<,ALLPUB,>fr2,Gtl,NAMES?,NORM,NOrm ,:1fam.,	1story,<GAbLe ,Compshg,HDBOARD?,HDBOARD ,<none,TA	,TA	, Cblock...,GD;,Ta	,!NO:,alq ,Lwq?,GASA...,>GD?, Y,sbrkr>, TA,Typ	,	AttchD,...Unf,Ta!,>Ta., Y!,WD?,;normal:
1152,1261, RL,;PAVE,IR3>,!Lvl,?ALLPUB,<culdsac ,GtL;,?gilbert,RRAn>,?NorM,1FAM:,2STory>,	Gable.,!CoMpSHg,;Vinylsd>,VINYLSD:,None, TA>,?Ta?,pconc;,GD,TA?,>no...,UNF.,.UNF;,...GaSA<,ex>,Y,;SBRKR ,<TA,<Typ...,	Builtin,fin<,ta:,>ta,!Y,Wd<,normal.
1153,1262,RL;,.PAVE!,;Reg	,...Lvl;,;ALLPUB,:inside.,GTL:,Names!,;NORm,.NORM,!1fam>,!1STORY,Hip	,.Compshg,metalsd.,metalsd..., NONE,:Ta ,TA!,;CBLocK,Ta	,<ta,:no,REC:,	UNF<,<Gasa>,?Gd;, Y,...SBRkR:,ta>,typ...,...AttChD<,.UNF;,?ta...,>ta,Y	,Wd;,normal
1154,1263, Rl,PAVE	,<REG,LVL,Allpub.,inside,	GTl.,;clearcr.,Norm...,>Norm,1fam:,;1.5FIN,	GABLe.,.compshg,Wd SDng!,:Wd sdng	,None , TA	,?ta<,Cblock.,TA:,.Ta,Av<,;Unf,unf,<GASA,:EX,;Y,FUSEA...,<TA...,Min2;,<ATTCHD,?Unf<,	TA,>TA,Y	,wd?,NOrmaL
1155,1264,RL!,pave...,;ReG., Lvl ,:Allpub;,inside,Gtl:,:brkside,!Norm;,>Norm,.1fam,2story?,gambrel:,COMPSHG.,Wd sdng.,Wd sdng<,!NONe,.TA,!TA, PCONC, Ta ,TA	,...no ,Unf<,!Unf,gasa<,.ex,Y.,;FusEA<,?ta	,!Typ...,Detchd:,UNF!,ta,.ta,	N>,.WD,>NORMaL
1156,1265,RH!, PAVE<,Reg?,>LvL,ALLPUB, INsIDE,GtL.,Names>,<Norm,...norm:,	Twnhse...,	1STORY,:GABLE,.COmPShG,MeTALSd<,metalsd>,?NONE,.GD?,TA?,pconc>, GD ,	TA!,>NO,	GLQ,Unf...,Gasa;,EX.,Y ,SBRKR?,gd?,>TYP ,...attchd;,fin ,:Ta:,Ta?,y,COD>,Abnorml	
1157,1266,FV!,Pave.,.Reg	,LVL.,...allpub,:Fr3,<GTL, SOMERST,!norm,<Norm<,?twnhse;, 2STORY,HIP:,COMPSHG!,Metalsd!,<METALSD:,?BRKFACE ,.Gd,?Ta...,.PCONC,.GD,!TA.,<No,GLQ>,:UnF,GASA:,>ex!,:y;,	SBRKR., Gd,>TyP?,DETcHd.,UnF?,!TA,?TA...,;Y,?Wd<,NorMAl...
1158,1267,rm?, Pave,Ir1<,BNK;,;Allpub ,Inside:,Gtl...,OLDTOWN>,;feedr ,Norm...,2fmcon ,2.5unf,...HIP	,COmpSHg,:Wd Sdng,Wd Sdng>,;None,>Fa,!ta,>CBLock?,:TA,>TA<,:No>,.unf,:unf.,...GASA,TA;,	N,FusEF,	TA	, Typ	,?DetcHd,...UNF,>TA>,>TA,N.,wd ,.NORMAL:
1159,1268,>RL...,pave.,...IR1,!Hls...,...Allpub,	Inside,...gtl,timber	,>Norm,<Norm...,.1FAM,1STORY.,;Hip;,;CoMPShG!, StUCCO,.cmentbd,;NONE,ex;,...TA,pconc.,<EX,:TA,...GD:,	UNf,<UNF?,	GasA;,ex.,Y,SBRKR?,EX!,<TYP,<AttcHD, Fin,TA	, TA:,Y,Wd:,	Normal
1160,1269,RL<,	Pave,!Ir1,>Lvl,.Allpub,;inside,>Mod...,	CRAWfOr<,...NORm,NoRm;,.1fam ,?1.5fin>,GaBLE	,COmpSHg<,.STUCCO;,...Stucco,brkface	,Ta ,>gd,!cblock,	TA, TA	,Mn<,rec;,Unf,>Gasa,EX>,?Y!,:Sbrkr<,>Gd,TYP;,builtin ,UNF<,>TA,Ta.,:Y	,	WD,?NORMAL
